日期,Open,High,Low,Close,Volume
2023-07-13,209.51,216.3,209.51,211.3,222577
2023-07-14,211.45,212.23,207.85,209.58,130041
2023-07-17,208.31,209.3,204.9,206.95,104525
2023-07-18,209.1,209.18,205.8,206.8,85758
2023-07-19,205.3,206.25,199.88,200.8,176002
2023-07-20,200.3,207.99,200.3,202.35,144416
2023-07-21,202.15,204.28,201.06,202.89,83935
2023-07-24,198.45,202.18,195.44,200.28,137193
2023-07-25,206.2,208.94,202.32,207.65,192862
2023-07-26,206.42,208.3,204.96,207.96,154568
2023-07-27,212.3,214.18,208.18,208.28,208592
2023-07-28,208.28,212.3,206.35,211.35,188031
2023-07-31,215.3,220.8,214.4,219.05,299028
2023-08-01,218.7,220.4,215.8,216.8,156152
2023-08-02,218.3,220.79,216.8,217.8,141472
2023-08-03,217.3,221.27,216.83,220.44,161805
2023-08-04,226.3,231.26,222.41,226.81,315697
2023-08-07,225.8,228.24,224.61,227.79,149277
2023-08-08,227.28,230.63,226.18,228.44,150667
2023-08-09,226.8,228.98,224.44,228.3,116847
2023-08-10,229.2,232.63,225.42,227.8,140410
2023-08-11,230.25,230.25,222.8,222.8,172041
2023-08-14,220.5,221.28,211.51,214.2,256932
2023-08-15,214.18,215.9,210.7,212.6,146101
2023-08-16,212.82,215.68,211.41,213.9,140090
2023-08-17,216.29,217.8,210.18,216.55,204428
2023-08-18,216.59,220.42,215.72,217.17,167700
2023-08-21,215.29,217.17,213.5,214.26,107804
2023-08-22,216.1,216.48,208.81,212.05,151889
2023-08-23,212.0,213.2,208.3,208.8,118749
2023-08-24,210.18,212.84,207.8,210.25,141577
2023-08-25,209.23,211.27,207.11,209.64,111851
2023-08-28,222.8,225.26,210.8,211.8,223115
2023-08-29,212.5,224.3,212.22,219.8,291750
2023-08-30,220.7,223.3,218.8,218.8,145916
2023-08-31,218.4,219.8,217.43,217.85,96715
2023-09-01,217.9,220.81,215.9,217.7,91011
2023-09-04,219.51,220.06,214.7,218.95,140524
2023-09-05,218.3,220.8,217.46,218.12,115817
2023-09-06,217.35,218.47,214.1,215.72,124748
2023-09-07,214.3,215.05,207.81,207.81,192661
2023-09-08,206.3,208.5,201.8,204.24,164994
2023-09-11,204.2,204.85,200.98,202.83,170609
2023-09-12,203.3,203.71,198.84,199.23,182312
2023-09-13,198.3,200.45,196.33,197.9,151357
2023-09-14,194.98,197.6,194.33,196.23,182941
2023-09-15,193.3,195.3,187.9,189.06,336800
2023-09-18,187.3,195.99,187.3,194.36,265935
2023-09-19,194.36,194.78,191.9,193.62,150244
2023-09-20,194.3,194.63,189.98,191.2,130875
2023-09-21,191.31,192.25,187.97,188.03,162149
2023-09-22,186.8,192.75,186.8,192.23,225091
2023-09-25,194.32,194.92,190.01,190.58,136054
2023-09-26,187.97,188.65,184.8,185.8,202538
2023-09-27,187.6,189.79,183.75,184.96,218490
2023-09-28,185.3,187.8,183.88,184.33,158095
2023-10-09,182.3,182.58,174.3,176.8,337428
2023-10-10,179.18,179.3,176.02,176.02,198655
2023-10-11,179.17,179.9,175.4,176.07,202482
2023-10-12,176.31,179.1,175.3,177.24,242059
2023-10-13,175.15,176.13,170.9,171.9,284222
2023-10-16,171.64,171.83,165.21,166.06,246836
2023-10-17,166.81,170.6,165.87,166.74,215583
2023-10-18,166.4,169.55,164.9,167.6,176519
2023-10-19,165.71,166.98,163.58,164.0,174542
2023-10-20,160.3,168.99,160.3,162.3,300269
2023-10-23,161.6,161.6,157.1,158.56,202233
2023-10-24,159.3,160.5,156.6,157.72,243795
2023-10-25,159.5,160.8,156.98,157.28,215342
2023-10-26,155.3,159.6,150.11,159.37,414206
2023-10-27,159.15,167.18,157.32,166.02,477953
2023-10-30,168.3,171.18,166.1,169.32,322595
2023-10-31,167.98,168.52,165.9,166.9,181525
2023-11-01,167.09,171.6,165.8,168.84,197273
2023-11-02,169.8,171.18,166.87,166.87,137627
2023-11-03,167.3,169.98,165.9,168.74,143655
2023-11-06,169.87,178.4,169.75,178.38,349684
2023-11-07,177.29,177.41,171.42,172.54,260803
2023-11-08,171.48,174.24,171.3,173.14,146522
2023-11-09,171.93,173.88,171.83,172.75,109971
2023-11-10,170.3,171.27,169.35,170.33,116100
2023-11-13,173.3,173.5,168.32,169.15,125196
2023-11-14,169.15,170.1,164.3,164.98,234883
2023-11-15,168.19,169.89,164.88,165.78,238072
2023-11-16,166.78,166.79,161.4,162.45,174662
2023-11-17,161.15,162.55,160.79,162.03,110840
2023-11-20,162.04,163.1,160.31,161.6,124087
2023-11-21,163.3,165.3,161.31,161.91,197662
2023-11-22,160.85,162.6,158.3,158.3,186886
2023-11-23,157.31,159.0,156.19,159.0,157203
2023-11-24,158.33,159.5,155.8,156.3,166212
2023-11-27,155.59,155.8,151.9,152.0,184220
2023-11-28,151.33,153.27,150.17,153.22,202107
2023-11-29,152.3,152.68,147.67,148.15,251885
2023-11-30,146.52,149.96,145.79,148.3,230272
2023-12-01,148.59,149.0,145.73,146.8,169622
2023-12-04,144.8,145.74,142.54,142.95,239304
2023-12-05,141.45,143.67,139.95,140.11,248077
2023-12-06,139.95,148.16,139.52,144.18,367693
2023-12-07,143.3,147.66,142.9,145.79,269084
2023-12-08,146.3,147.63,144.42,144.89,245020
2023-12-11,143.31,146.99,141.46,146.65,214896
2023-12-12,145.3,146.52,144.28,144.93,147339
2023-12-13,143.85,144.89,140.01,140.65,252594
2023-12-14,142.18,142.79,137.74,137.93,227514
2023-12-15,138.5,139.98,135.9,136.3,202046
2023-12-18,134.41,134.99,127.58,128.27,429129
2023-12-19,127.61,131.28,127.57,130.3,251852
2023-12-20,130.5,132.5,129.62,129.75,212494
2023-12-21,128.87,136.63,128.87,135.69,421315
